hotel,is_canceled,lead_time,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
Resort Hotel,0,118,2024-10-23,2,5,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient-Party,79.2,0,1
City Hotel,0,42,2025-06-03,1,1,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,250.0,0,0
City Hotel,1,90,2024-04-13,0,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0
City Hotel,0,52,2024-05-21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,2
City Hotel,0,156,2025-01-14,2,3,2,1.0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,1
Resort Hotel,1,26,2025-04-04,0,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,105.0,0,0
City Hotel,1,152,2025-05-03,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0
Resort Hotel,1,187,2025-08-17,1,3,2,0.0,0,HB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,212.0,0,0
City Hotel,1,50,2024-11-03,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,1
City Hotel,1,142,2024-04-22,2,3,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,89.0,0,0
City Hotel,1,8,2024-01-14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,0,Transient,66.0,0,0
City Hotel,0,269,2024-12-29,2,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,70.0,0,0
City Hotel,1,67,2025-02-12,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,80.0,0,0
Resort Hotel,1,2,2024-03-28,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,0,Transient,60.84,0,0
Resort Hotel,1,18,2025-02-25,2,1,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,64.68,0,0
Resort Hotel,1,157,2024-10-01,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,0,Transient,52.0,0,0
City Hotel,0,4,2024-12-08,0,3,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,178.0,0,2
City Hotel,1,30,2024-02-12,1,2,1,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.7,0,0
Resort Hotel,0,239,2023-10-02,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,36.13,0,0
City Hotel,1,437,2025-06-06,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,90.0,0,0
Resort Hotel,0,22,2024-04-30,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,95.0,0,1
City Hotel,0,77,2025-02-10,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,77.52,0,0
Resort Hotel,1,255,2025-04-03,3,7,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,67.5,0,0
City Hotel,1,353,2023-10-05,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Contract,62.0,0,0
City Hotel,1,40,2024-03-22,0,1,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,131.4,0,1
Resort Hotel,0,12,2023-11-16,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,74.0,1,1
Resort Hotel,1,312,2025-03-05,2,5,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,30.0,0,0
City Hotel,0,135,2025-06-10,1,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,109.0,0,1
Resort Hotel,1,76,2024-06-06,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,116.0,0,0
City Hotel,0,136,2025-06-22,0,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,121.5,0,0
City Hotel,0,37,2024-02-11,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.3,1,0
City Hotel,1,172,2025-08-12,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,0,Transient,139.5,0,1
Resort Hotel,1,63,2024-10-18,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,74.0,0,2
Resort Hotel,0,3,2023-09-29,0,1,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,74.0,0,0
City Hotel,0,2,2024-06-29,0,2,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,104.79,0,0
City Hotel,1,270,2024-04-20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,187,Transient-Party,62.8,0,0
City Hotel,1,1,2024-02-28,2,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,60.0,0,0
City Hotel,1,295,2023-08-08,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0
City Hotel,0,1,2023-08-20,0,2,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,D,1,No Deposit,0,Transient,0.0,0,0
Resort Hotel,0,17,2023-07-09,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,123.0,0,3
City Hotel,0,0,2024-11-18,0,1,2,0.0,0,SC,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,104.0,0,0
City Hotel,0,10,2024-04-09,1,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,70.0,0,0
City Hotel,0,36,2024-10-28,1,2,2,1.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,100.0,0,1
Resort Hotel,0,288,2024-10-28,2,2,1,0.0,0,BB,PRT,Online TA,Direct,1,1,8,A,A,0,No Deposit,0,Transient,39.7,0,4
City Hotel,1,37,2024-10-13,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,105.0,0,0
Resort Hotel,0,17,2024-07-30,1,1,2,1.0,0,BB,PRT,Complementary,Direct,0,0,0,E,G,0,No Deposit,0,Transient,0.0,1,2
City Hotel,0,89,2025-06-19,1,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,122.4,0,0
Resort Hotel,1,114,2023-09-10,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87.05,0,0
Resort Hotel,1,72,2025-08-25,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,260.0,0,2
Resort Hotel,0,93,2025-01-19,1,3,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,89.0,1,1
City Hotel,1,130,2024-08-20,6,13,2,0.0,0,SC,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,101.98,0,0
City Hotel,1,92,2024-03-26,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,100.0,0,0
Resort Hotel,1,12,2024-08-16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,209.0,0,1
City Hotel,0,13,2024-05-29,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,94.35,0,1
City Hotel,1,205,2024-09-16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,120.0,0,0
City Hotel,0,6,2025-05-04,0,1,1,0.0,0,BB,ITA,Direct,TA/TO,1,0,1,D,D,0,No Deposit,0,Transient-Party,175.0,0,1
City Hotel,1,309,2024-05-12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,0,1,2023-09-20,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,91.2,0,0
Resort Hotel,1,32,2024-04-10,2,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.0,0,0
City Hotel,1,351,2024-06-23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,0,14,2025-01-10,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,97.5,0,0
City Hotel,1,8,2024-05-25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,111.35,0,0
Resort Hotel,0,70,2024-07-19,0,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,170.2,0,1
City Hotel,0,27,2024-10-03,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0
City Hotel,0,3,2025-02-27,1,3,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1
Resort Hotel,0,48,2025-03-23,2,5,1,0.0,0,Undefined,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,47.0,0,0
Resort Hotel,1,2,2024-05-20,0,2,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,89.0,0,0
Resort Hotel,0,26,2024-07-16,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,179.0,1,1
City Hotel,0,81,2024-07-04,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,114.3,0,1
City Hotel,1,262,2024-12-26,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.75,0,0
City Hotel,1,341,2023-09-23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0
City Hotel,0,1,2024-08-26,2,2,2,0.0,0,BB,GEO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.3,0,0
City Hotel,0,0,2025-01-23,3,8,2,0.0,0,BB,AGO,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,88.0,0,0
City Hotel,0,93,2025-03-16,0,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0
City Hotel,0,192,2023-09-25,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,102.0,0,0
Resort Hotel,0,294,2024-06-21,0,5,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.8,0,1
City Hotel,1,33,2024-01-25,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,15,Transient-Party,62.0,0,0
City Hotel,1,15,2024-04-27,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.44,0,0
City Hotel,0,6,2024-03-15,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,62.0,0,0
City Hotel,0,14,2025-05-01,1,4,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,115.76,0,1
City Hotel,1,148,2023-12-31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,98,Transient,77.5,0,0
City Hotel,1,66,2025-05-17,0,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,144.0,0,0
City Hotel,1,107,2024-08-18,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient-Party,135.27,0,0
City Hotel,0,40,2025-07-31,1,0,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,140.0,0,1
City Hotel,0,3,2023-10-11,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,136.0,0,1
City Hotel,0,9,2024-05-31,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,131.0,0,2
City Hotel,1,342,2023-09-24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient,170.0,0,0
Resort Hotel,0,3,2024-12-08,0,3,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,110.0,0,0
City Hotel,0,15,2024-11-30,0,2,2,0.0,0,BB,POL,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,81.0,0,0
Resort Hotel,0,175,2024-05-10,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52.56,0,1
City Hotel,1,240,2024-10-27,1,3,2,0.0,0,SC,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0
Resort Hotel,1,149,2023-12-05,2,1,2,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,68.0,0,0
City Hotel,1,122,2023-07-16,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.5,0,0
Resort Hotel,0,223,2024-05-24,1,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,66.0,0,0
Resort Hotel,1,100,2023-08-20,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,158.5,0,0
City Hotel,0,5,2024-04-24,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,123.5,0,0
City Hotel,0,80,2024-04-28,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,130.2,0,1
Resort Hotel,0,21,2024-12-07,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,60.0,1,1
City Hotel,0,457,2025-08-25,0,2,2,0.0,0,HB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,122.4,0,1
City Hotel,1,284,2025-04-28,1,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.8,0,2
City Hotel,0,169,2025-08-07,1,1,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0
City Hotel,0,227,2025-08-18,2,4,2,2.0,0,HB,CN,Online TA,TA/TO,0,0,0,F,F,2,No Deposit,0,Transient,199.77,0,1
Resort Hotel,0,13,2024-12-02,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,60.0,0,2
Resort Hotel,0,161,2025-08-30,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,213.43,0,2
City Hotel,0,1,2025-02-23,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,71.0,0,1
City Hotel,1,412,2024-08-25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,1,113,2025-03-10,2,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,88.4,0,2
Resort Hotel,1,46,2023-08-07,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,153.0,0,0
City Hotel,0,91,2024-07-03,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,103.5,0,0
City Hotel,0,106,2024-08-20,2,1,3,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,141.9,0,0
City Hotel,0,57,2024-11-01,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1
City Hotel,0,12,2024-12-14,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75.2,0,0
City Hotel,0,37,2024-02-12,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,87.3,0,0
City Hotel,0,265,2024-06-24,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,115.0,0,1
City Hotel,0,44,2025-02-27,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,136.0,0,2
City Hotel,0,0,2024-10-26,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,C,0,No Deposit,0,Transient,126.0,0,0
City Hotel,0,414,2025-07-13,0,2,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,95.5,0,0
City Hotel,1,53,2025-01-19,0,3,3,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,138.6,0,0
Resort Hotel,0,422,2024-09-12,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,0,Contract,62.9,0,1
City Hotel,1,311,2023-08-24,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,0,Transient-Party,62.0,0,0
Resort Hotel,1,468,2024-05-12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,67.0,0,0
City Hotel,1,73,2024-05-07,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,0
City Hotel,1,608,2025-03-09,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,59.0,0,0
City Hotel,1,105,2025-05-19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,160.0,0,0
City Hotel,0,179,2025-05-05,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0
Resort Hotel,0,133,2024-03-18,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,32.0,1,0
City Hotel,0,118,2024-06-06,1,1,1,0.0,0,BB,GBR,Offline TA/TO,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,110.0,0,0
City Hotel,0,99,2024-02-19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.0,0,0
City Hotel,0,6,2023-10-28,0,3,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient-Party,107.0,0,0
Resort Hotel,0,24,2025-01-06,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,34.0,0,0
Resort Hotel,0,28,2023-11-28,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,0.0,0,1
City Hotel,1,17,2024-07-09,1,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,187.0,0,0
City Hotel,0,30,2025-06-19,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,160.0,0,1
City Hotel,1,199,2024-10-28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,95.0,0,0
City Hotel,1,115,2024-02-27,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,60.0,0,0
City Hotel,0,219,2023-09-04,1,2,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient-Party,76.67,0,0
City Hotel,0,3,2024-07-19,0,1,2,2.0,0,BB,SWE,Direct,Direct,0,0,0,G,B,0,No Deposit,0,Transient,235.45,0,2
City Hotel,0,75,2024-04-26,0,4,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,105.83,0,0
City Hotel,0,34,2024-08-17,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.1,0,2
City Hotel,0,57,2025-02-19,2,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,74.8,0,1
City Hotel,0,2,2025-05-18,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,0
City Hotel,1,4,2024-09-13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,124.36,0,0
City Hotel,1,233,2025-08-16,0,4,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,106.65,0,0
Resort Hotel,0,12,2024-04-27,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,0
City Hotel,1,333,2024-09-20,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,Transient,90.0,0,0
Resort Hotel,0,191,2024-04-22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,85.33,0,0
Resort Hotel,0,7,2025-01-27,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,43.0,0,1
Resort Hotel,1,167,2024-07-18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,145.71,0,1
City Hotel,0,140,2023-11-18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,Transient-Party,75.0,0,0
Resort Hotel,0,82,2024-03-30,0,4,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,104.5,1,0
Resort Hotel,1,10,2025-04-03,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,80.0,0,0
City Hotel,1,350,2024-06-17,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,130.0,0,0
City Hotel,1,15,2024-08-23,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,129.0,0,0
City Hotel,0,144,2025-05-06,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1
City Hotel,1,295,2023-08-08,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0
City Hotel,1,31,2025-03-19,2,3,1,0.0,0,BB,CN,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,113.0,0,1
City Hotel,1,123,2025-08-07,1,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.0,0,1
Resort Hotel,1,172,2025-04-29,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,86.91,0,0
City Hotel,1,34,2023-08-05,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,62.0,0,0
City Hotel,1,123,2025-05-19,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.0,0,0
City Hotel,0,133,2024-07-28,0,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,121.5,0,0
Resort Hotel,0,12,2025-02-03,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,E,E,0,No Deposit,0,Group,75.0,1,0
City Hotel,1,412,2024-08-25,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,62.0,0,0
City Hotel,0,18,2025-06-03,0,1,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.0,0,0
City Hotel,0,107,2024-06-13,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.67,0,1
City Hotel,0,29,2024-09-30,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,179.38,0,0
Resort Hotel,0,2,2025-06-02,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,125.0,0,1
City Hotel,0,113,2024-04-24,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,0,Transient,85.85,0,0
City Hotel,0,75,2025-07-04,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,150.0,0,1
City Hotel,0,53,2025-06-05,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,170.0,0,1
Resort Hotel,0,2,2025-04-21,0,1,3,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,185.0,0,0
City Hotel,0,220,2024-06-04,2,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,73.33,0,1
